Time (t),State Variable (Y_t),Reference State (Y_ref),Error (E_t),Change in Error (ΔE_t),Fuzzy Error Category,Fuzzy ΔE Category,Control Action (V_f),Updated State (Y_t+1),"Lyapunov Function (V(Y,w))"
199,7.419722689810647,8.899377729288119,1.4796550394774721,2.4782623664491714,Positive Small,Positive Large,0.1,7.519722689810647,1.0996895179255397
200,9.24321101448753,8.21015823077144,-1.0330527837160908,-2.512707823193563,Negative Small,Negative Large,0.1,9.34321101448753,0.5385990269717821
201,3.5190474908104505,5.4206998249752445,1.901652334164794,2.9347051178808847,Positive Large,Positive Large,-0.6,2.9190474908104505,1.9881408000172045
202,3.896637776589058,5.808143570473069,1.911505793884011,0.009853459719217028,Positive Large,Zero,0.1,3.996637776589058,1.8319272000260713
203,8.78721181923356,9.492770942635396,0.7055591234018355,-1.2059466704821755,Positive Small,Negative Large,0.1,8.88721181923356,0.2539068383077832
204,7.986718059916613,8.03214529829795,0.045427238381337,-0.6601318850204985,Zero,Negative Small,0.1,8.086718059916613,0.0060318169934774095
205,6.127614929314321,5.045985258083149,-1.0816296712311724,-1.1270569096125094,Negative Small,Negative Large,0.1,6.227614929314321,0.589961372843827
206,6.240539220756181,5.50735771433016,-0.7331815064260212,0.3484481648051512,Negative Small,Positive Small,0.1,6.340539220756181,0.27377756068256487
207,8.101119671047272,8.317508845540278,0.2163891744930062,0.9495706809190274,Zero,Positive Small,0.1,8.201119671047271,0.028412137418882346
208,4.119814584357757,5.025307919231094,0.9054933348733369,0.6891041603803307,Positive Small,Positive Small,0.1,4.219814584357756,0.41495908975001855
209,7.792538257718338,5.804040257087493,-1.9884980006308446,-2.8939913355041815,Negative Large,Negative Large,0.1,7.892538257718337,1.982062149256433
210,7.448394155776823,7.743668946832931,0.29527479105610777,2.2837727916869524,Zero,Positive Large,0.1,7.548394155776823,0.04859360111661405
211,8.26502408578217,8.459475988463467,0.19445190268129764,-0.10082288837481013,Zero,Zero,0.1,8.365024085782169,0.023905771228188426
212,6.914301582279679,8.259806297513002,1.3455047152333233,1.1510528125520256,Positive Small,Positive Large,0.1,7.014301582279678,0.9101914693575531
213,7.300584742302517,6.1213465473027995,-1.1792381949997175,-2.5247429102330408,Negative Small,Negative Large,0.1,7.400584742302517,0.7003013602730959
214,9.335625009863634,8.56089610673768,-0.7747289031259541,0.4045092918737634,Negative Small,Positive Small,0.1,9.435625009863633,0.305102436669372
215,5.069323888639042,6.186245437484001,1.1169215488449584,1.8916504519709125,Positive Small,Positive Large,0.1,5.169323888639042,0.6287568731371104
216,4.95652267325971,6.626998490796339,1.6704758175366292,0.5535542686916708,Positive Large,Positive Small,0.1,5.0565226732597095,1.4002447284873347
217,9.454454233888972,8.73245702559012,-0.721997208298852,-2.392473025835481,Negative Small,Negative Large,0.1,9.554454233888972,0.2656399843956679
218,8.866209352360615,8.248164495236074,-0.6180448571245414,0.10395235117431056,Negative Small,Zero,0.1,8.966209352360615,0.19598972270904738
219,8.339155160463728,9.24611705247089,0.9069618920071623,1.5250067491317036,Positive Small,Positive Large,0.1,8.439155160463727,0.41628993677660575
220,10.091518710503358,8.288064461501717,-1.803454249001641,-2.7104161410088032,Negative Large,Negative Large,0.1,10.191518710503358,1.6312236141210363
221,6.445774583800959,7.841543016677358,1.395768432876399,3.19922268187804,Positive Small,Positive Large,0.1,6.5457745838009584,0.9790847591071195
222,5.19771304331087,5.468373839140463,0.2706607958295928,-1.1251076370468063,Zero,Negative Large,0.1,5.2977130433108695,0.04162863319955426
223,8.613042695967563,6.838579015297167,-1.7744636806703955,-2.0451244764999883,Negative Large,Negative Large,0.1,8.713042695967562,1.5793606770091635
224,6.004921106113116,6.326011838408627,0.3210907322955112,2.0955544129659067,Zero,Positive Large,0.1,6.104921106113116,0.05654962918303383
225,6.774052007551759,6.219948216895418,-0.5541037906563417,-0.875194522951853,Negative Small,Negative Small,0.1,6.874052007551759,0.1585155054098635
226,9.455430365613406,9.865052773762228,0.409622408148822,0.9637261988051637,Zero,Positive Small,0.1,9.555430365613406,0.08889525862882007
227,6.062349432728482,6.965488623333802,0.9031391906053203,0.4935167824564983,Positive Small,Positive Small,0.1,6.162349432728481,0.41283019880361654
228,11.39614336772488,9.460232775885567,-1.9359105918393134,-2.8390497824446337,Negative Large,Negative Large,0.1,11.49614336772488,1.8788749097978201
229,7.7930291552464865,8.155693129986314,0.3626639747398279,2.2985745665791413,Zero,Positive Large,0.1,7.893029155246486,0.07076257928704528
230,10.55045333242478,8.974056517708242,-1.5763968147165386,-1.9390607894563665,Negative Large,Negative Large,0.1,10.65045333242478,1.2475134587242243
231,6.433003889090306,7.513185465525961,1.0801815764356553,2.656578391152194,Positive Small,Positive Large,0.1,6.533003889090305,0.5883961190355087
232,6.736938239232129,7.884519423131795,1.1475811838996668,0.06739960746401152,Positive Small,Zero,0.1,6.836938239232128,0.6634712868202804
233,5.587124800632365,7.462588469094319,1.8754636684619541,0.7278824845622873,Positive Large,Positive Small,0.1,5.687124800632365,1.7636819858603852
234,6.582882240493762,5.976214938990222,-0.6066673015035402,-2.4821309699654943,Negative Small,Negative Large,0.1,6.682882240493762,0.1890226073567937
235,8.086365951202572,8.612260576307527,0.5258946251049554,1.1325619266084956,Positive Small,Positive Large,0.1,8.186365951202571,0.1432825783571408
236,7.861294811562827,6.403861812204279,-1.4574329993585478,-1.9833276244635032,Negative Small,Negative Large,0.1,7.961294811562826,1.0670554738096263
237,5.014419458923498,5.121579832157269,0.10716037323377137,1.5645933725923191,Zero,Positive Large,0.1,5.114419458923497,0.010741672795800593
238,10.100135191194726,8.227361479535839,-1.872773711658887,-1.9799340848926583,Negative Large,Negative Large,0.1,10.200135191194725,1.7586406875403018
239,4.627655459847729,5.8855533970352445,1.2578979371875159,3.130671648846403,Positive Small,Positive Large,0.1,4.727655459847728,0.7961536101903038
240,11.176785593587013,9.70229292176457,-1.4744926718224427,-2.7323906090099586,Negative Small,Negative Large,0.1,11.276785593587013,1.0920643196290427
241,10.876030296179904,9.769642885012937,-1.106387411166967,0.3681052606554758,Negative Small,Positive Small,0.1,10.976030296179903,0.6170465517943716
242,10.65800932967845,9.574321951102242,-1.083687378576208,0.022700032590758923,Negative Small,Zero,0.1,10.75800932967845,0.5921891672426868
243,8.229926413744773,6.850793501277222,-1.3791329124675507,-0.29544553389134265,Negative Small,Zero,0.1,8.329926413744772,0.9560037951256144
244,6.121379046416333,5.077283082644337,-1.044095963771996,0.33503694869555467,Negative Small,Positive Small,0.1,6.221379046416333,0.5500681907824866
245,10.146474099464287,9.641592812938626,-0.5048812865256611,0.5392146772463349,Negative Small,Positive Small,0.1,10.246474099464287,0.13245255674190337
246,5.6659002523161215,7.140920741586571,1.4750204892704497,1.9799017757961108,Positive Small,Positive Large,0.1,5.765900252316121,1.0928427218838184
247,7.963378813183356,9.833274095218348,1.8698952820349923,0.3948747927645426,Positive Large,Positive Small,0.1,8.063378813183355,1.7532541828883617
248,11.501491276709011,9.818099885446264,-1.683391391262747,-3.5532866732977393,Negative Large,Negative Large,0.1,11.60149127670901,1.4219032880887632
249,9.731648535419755,9.265047277336802,-0.46660125808295305,1.216790133179794,Zero,Positive Large,0.1,9.831648535419754,0.11385836702229729
250,7.658393624252634,6.4722444603479286,-1.1861491639047053,-0.7195479058217522,Negative Small,Negative Small,0.1,7.7583936242526335,0.7084749195159157
251,6.851578049059826,6.9254886430096265,0.07391059394980015,1.2600597578545054,Zero,Positive Large,0.1,6.951578049059826,0.007731387949006118
252,7.7249161134338635,9.255683357584285,1.5307672441504216,1.4568566502006215,Positive Large,Positive Large,-0.6,7.124916113433864,1.3516241778819382
253,5.08535319459159,6.584610025781388,1.4992568311897978,-0.031510412960623846,Positive Small,Zero,0.1,5.18535319459159,1.1288855229346368
254,6.5897248823463475,5.847463733430462,-0.742261148915885,-2.241517980105683,Negative Small,Negative Large,0.1,6.689724882346347,0.2804758065949648
255,7.505229891889602,7.784006312291751,0.2787764204021492,1.0210375693180342,Zero,Positive Large,0.1,7.605229891889602,0.04385814628611792
256,8.482872777605252,9.680773870803904,1.1979010931986522,0.919124672796503,Positive Small,Positive Small,0.1,8.582872777605251,0.7224835145432631
257,8.446527170340612,8.480148983374864,0.0336218130342516,-1.1642792801644006,Zero,Negative Large,0.1,8.546527170340612,0.005565213155855086
258,6.107141598747361,7.850305850446825,1.7431642516994632,1.7095424386652116,Positive Large,Positive Large,-0.6,5.507141598747362,1.6993108042014746
259,5.813768076511439,5.485882468853843,-0.32788560765759556,-2.0710498593570588,Zero,Negative Large,0.1,5.913768076511438,0.058754485854495345
260,7.1510097512362405,8.07503613349585,0.9240263822596093,1.2519119899172049,Positive Small,Positive Large,0.1,7.25100975123624,0.43191237755589085
261,11.140505653070068,9.950269250521316,-1.1902364025487522,-2.1142627848083615,Negative Small,Negative Large,0.1,11.240505653070068,0.7133313469760977
262,4.9418679118769155,5.7004200761826205,0.7585521643057049,1.9487885668544571,Positive Small,Positive Large,0.1,5.041867911876915,0.2927006929864346
263,7.412528858145889,7.591648261818683,0.17911940367279477,-0.5794327606329102,Zero,Negative Small,0.1,7.512528858145888,0.021041880386048803
264,7.43334751927218,9.386865359639778,1.9535178403675975,1.7743984366948027,Positive Large,Positive Large,-0.6,6.833347519272181,2.088115976317241
265,6.993630639949258,8.703843088771022,1.710212448821764,-0.24330539154583342,Positive Large,Zero,0.1,7.093630639949257,1.4674133100524673
266,8.055052930603079,8.48507870497634,0.43002577437326117,-1.2801866744485029,Zero,Negative Large,0.1,8.155052930603079,0.09746108331266147
267,8.432175758804041,8.512420419935546,0.08024466113150552,-0.34978111324175565,Zero,Negative Small,0.1,8.53217575880404,0.008219602820055077
268,7.197537948575991,6.797455756098776,-0.4000821924772149,-0.4803268536087204,Zero,Negative Small,0.1,7.29753794857599,0.08503288036868761
269,5.6346095361596795,6.467959221322467,0.8333496851627871,1.233431877640002,Positive Small,Positive Large,0.1,5.734609536159679,0.35223584888045817
270,9.826733321898738,9.046805777392567,-0.7799275445061706,-1.6132772296689577,Negative Small,Negative Large,0.1,9.926733321898737,0.30914348733971236
271,10.491056562152723,9.050566973395904,-1.4404895887568188,-0.6605620442506481,Negative Small,Negative Small,0.1,10.591056562152723,1.0425051276583943
272,10.454765548473919,9.335361592900519,-1.1194039555734001,0.32108563318341865,Negative Small,Positive Small,0.1,10.554765548473918,0.6315326078766874
273,7.7246780641757855,9.566202762782357,1.8415246986065714,2.9609286541799715,Positive Large,Positive Large,-0.6,7.124678064175786,1.875606607789012
274,7.478739783336005,7.556711994304689,0.07797221096868423,-1.7635524876378872,Zero,Negative Large,0.1,7.578739783336005,0.008039832841672501
275,5.9273021871086975,7.507581473435998,1.5802792863273005,1.5023070753586163,Positive Large,Positive Large,-0.6,5.327302187108698,1.4286413113975611
276,7.959655958283985,8.991475894833876,1.0318199365498906,-0.54845934977741,Positive Small,Negative Small,0.4,8.359655958283986,0.6123261907309101
277,10.196470026957412,8.249819653888826,-1.9466503730685858,-2.9784703096184764,Negative Large,Negative Large,0.1,10.296470026957412,1.899723837484032
278,7.079816557894571,8.509834386288517,1.4300178283939466,3.3766682014625324,Positive Small,Positive Large,0.1,7.17981655789457,1.0274754947622695
279,8.97451596098593,8.978963347180505,0.004447386194575742,-1.425570442199371,Zero,Negative Large,0.1,9.074515960985929,0.005009889621981852
280,9.922649646360307,9.450026709087831,-0.47262293727247595,-0.4770703234670517,Zero,Negative Small,0.1,10.022649646360307,0.11668622041803137
281,7.499835666434095,6.689975784257679,-0.8098598821764158,-0.33723694490393985,Negative Small,Negative Small,0.1,7.599835666434094,0.33293651437939903
282,7.116509497147376,6.87791476319972,-0.2385947339476564,0.5712651482287594,Zero,Positive Small,0.1,7.216509497147376,0.03346372353377647
283,3.50899308888108,5.469909699204345,1.9609166103232654,2.1995113442709218,Positive Large,Positive Large,-0.6,2.90899308888108,2.1025969763208425
284,7.197245937956838,7.89140070498087,0.694154767024032,-1.2667618432992334,Positive Small,Negative Large,0.1,7.297245937956838,0.24592542029109407
285,5.250557942522557,5.17971136898371,-0.07084657353884616,-0.7650013405628782,Zero,Negative Small,0.1,5.350557942522556,0.00750961849109757
286,5.679456087241634,7.327990090662301,1.6485340034206661,1.7193805769595123,Positive Large,Positive Large,-0.6,5.079456087241635,1.5388321802170843
287,7.115730898374606,7.713223173537883,0.597492275163277,-1.0510417282573892,Positive Small,Negative Large,0.1,7.215730898374606,0.18349850943989454
288,4.5655186958068885,6.432706260641422,1.8671875648345333,1.2696952896712563,Positive Large,Positive Large,-0.6,3.9655186958068884,1.9231947011363573
289,6.268480291465137,7.954166302845054,1.685686011379917,-0.18150155345461627,Positive Large,Zero,0.1,6.368480291465136,1.4257686644809668
290,4.7401943545016305,5.152501249695247,0.4123068951936162,-1.2733791161863008,Zero,Negative Large,0.1,4.84019435450163,0.0899984879120998
291,3.7176039599183133,5.186740943746072,1.4691369838277586,1.0568300886341424,Positive Small,Positive Large,0.1,3.8176039599183134,1.084181738625262
292,9.383166196344524,9.113002803298292,-0.27016339304623216,-1.7393003768739907,Zero,Negative Large,0.1,9.483166196344524,0.04149412947112646
293,7.5588130836053775,6.800953207056315,-0.7578598765490625,-0.48769648350283035,Negative Small,Negative Small,0.1,7.658813083605377,0.29217579624148016
294,6.837649359695756,5.635302563259424,-1.2023467964363315,-0.44448691988726896,Negative Small,Negative Small,0.1,6.937649359695755,0.7278189094503545
295,6.411817277253261,7.611216300274021,1.19939902302076,2.4017458194570915,Positive Small,Positive Large,0.1,6.511817277253261,0.7242790082115769
296,7.519898094529334,8.849967765493055,1.330069670963721,0.1306706479429609,Positive Small,Zero,0.1,7.619898094529334,0.8895426648087705
297,4.497376498821817,6.079105137484216,1.5817286386623994,0.25165896769867846,Positive Large,Zero,0.1,4.597376498821816,1.2559327431824037
298,8.660173377269548,8.114452379095,-0.5457209981745468,-2.127449636836946,Negative Small,Negative Large,0.1,8.760173377269547,0.15390570392431185
299,6.252640230916445,5.42673732496884,-0.8259029059476042,-0.2801819077730574,Negative Small,Zero,0.1,6.352640230916444,0.3460578050263486
300,3.3847531851456063,5.258408605843038,1.8736554206974319,2.699558326645036,Positive Large,Positive Large,-0.6,2.784753185145606,1.935292317754435
301,9.4016221428155,7.65677315784074,-1.7448489849747597,-3.6185044056721916,Negative Large,Negative Large,0.1,9.5016221428155,1.5272489901837245
302,5.911060742656423,7.7031756080505325,1.79211486539411,3.5369638503688696,Positive Large,Positive Large,-0.6,5.311060742656423,1.7858378453832744
303,8.352334848695314,8.187149507491032,-0.16518534120428185,-1.9573002065983918,Zero,Negative Large,0.1,8.452334848695314,0.01864309847438751
304,9.466698746416974,8.630456668613308,-0.8362420778036661,-0.6710567365993843,Negative Small,Negative Small,0.1,9.566698746416973,0.35465040634469636
305,11.363136892297016,9.879260397312674,-1.483876494984342,-0.6476344171806758,Negative Small,Negative Small,0.1,11.463136892297015,1.1059447261835078
306,8.437849470035687,7.581501741505976,-0.8563477285297107,0.6275287664546312,Negative Small,Positive Small,0.1,8.537849470035686,0.3716657160789976
307,7.821694696985396,6.61478236470623,-1.2069123322791668,-0.3505646037494561,Negative Small,Negative Small,0.1,7.921694696985396,0.7333186889037691
308,8.333731744014742,8.975930973843518,0.6421992298287762,1.849111562107943,Positive Small,Positive Large,0.1,8.433731744014741,0.21120992539633665
309,7.61346171129642,6.3541612563103715,-1.2593004549860485,-1.9014996848148247,Negative Small,Negative Large,0.1,7.71346171129642,0.7979188179640344
310,5.5153164890668815,7.1948571035281805,1.679540614461299,2.9388410694473475,Positive Large,Positive Large,-0.6,4.915316489066882,1.5904283378125188
311,6.97154853095344,5.39228190671133,-1.57926662424211,-3.258807238703409,Negative Large,Negative Large,0.1,7.071548530953439,1.252041535222535
312,5.317123221692232,5.126753717077287,-0.19036950461494495,1.388897119627165,Zero,Positive Large,0.1,5.417123221692232,0.023120274143669774
313,11.0824331532396,9.813242073389626,-1.2691910798499748,-1.0788215752350299,Negative Small,Negative Large,0.1,11.1824331532396,0.8104229985853726
314,8.98917374063423,9.17990060256103,0.19072686192679988,1.4599179417767747,Zero,Positive Large,0.1,9.08917374063423,0.023188367930222293
315,9.05418181125459,8.479871030468491,-0.5743107807860994,-0.7650376427128993,Negative Small,Negative Small,0.1,9.15418181125459,0.16991643646356958
316,7.150375365815802,7.044764722071349,-0.10561064374445284,0.4687001370416466,Zero,Positive Small,0.1,7.250375365815802,0.010576804036058868
317,6.792829687375557,5.866471600354229,-0.9263580870213275,-0.8207474432768747,Negative Small,Negative Small,0.1,6.892829687375556,0.43406965269490666
318,4.108705141477788,5.78218521335543,1.6734800718776421,2.5998381588989696,Positive Large,Positive Large,-0.6,3.508705141477788,1.580267775485799
319,4.492622826785231,6.251214490822976,1.7585916640377448,0.08511159216010267,Positive Large,Zero,0.1,4.592622826785231,1.551322320411522
320,6.734546259571188,7.746133323530602,1.0115870639594142,-0.7470046000783306,Positive Small,Negative Small,0.4,7.134546259571188,0.591654193985014
321,7.211158333953065,8.572979613500312,1.3618212795472466,0.3502342155878324,Positive Small,Positive Small,0.1,7.311158333953065,0.93227859871385
322,9.788121149957464,8.300986883588656,-1.4871342663688072,-2.848955545916054,Negative Small,Negative Large,0.1,9.888121149957463,1.110784163104145
323,5.276525434161892,6.399669484729714,1.1231440505678227,2.61027831693663,Positive Small,Positive Large,0.1,5.376525434161891,0.635726279162948
324,11.677787426592497,9.774326403315971,-1.9034610232765257,-3.0266050738443484,Negative Large,Negative Large,0.1,11.777787426592496,1.816581933566459
325,8.03706775056327,8.689484583478842,0.6524168329155717,2.5558778561920974,Positive Small,Positive Large,0.1,8.13706775056327,0.21782386193579253
326,6.500241925311801,7.771770262557004,1.2715283372452024,0.6191115043296307,Positive Small,Positive Small,0.1,6.600241925311801,0.8133921562087746
327,9.217397759741678,8.058603731171761,-1.1587940285699165,-2.430322365815119,Negative Small,Negative Large,0.1,9.317397759741677,0.6764018003246483
328,7.732831414142455,7.09800031213895,-0.6348311020035045,0.5239629265664121,Negative Small,Positive Small,0.1,7.832831414142454,0.20650526403549194
329,6.231437813318343,6.238654947505787,0.007217134187444074,0.6420482361909485,Zero,Positive Small,0.1,6.331437813318343,0.005026043512939788
330,7.0013175970068335,6.779863393256308,-0.22145420375052538,-0.22867133793796945,Zero,Zero,0.1,7.101317597006833,0.029520982179389605
331,9.6660376654109,8.789230552321845,-0.8768071130890558,-0.6553529093385304,Negative Small,Negative Small,0.1,9.7660376654109,0.38939535678178216
332,3.985786408473974,5.071967443148779,1.086181034674805,1.9629881477638609,Positive Small,Positive Large,0.1,4.0857864084739735,0.594894620043615
333,7.565698866761549,5.580363202534581,-1.9853356642269677,-3.071516698901773,Negative Large,Negative Large,0.1,7.665698866761549,1.9757788498257673
334,7.129185858695896,5.230013210108764,-1.8991726485871325,0.0861630156398352,Negative Large,Zero,0.1,7.229185858695896,1.808428374570732
335,5.8049467569825985,5.203644011594851,-0.6013027453877475,1.297869903199385,Negative Small,Positive Large,0.1,5.904946756982598,0.18578249580542117
336,8.075472723771616,9.277302920055035,1.201830196283419,1.8031329416711666,Positive Small,Positive Large,0.1,8.175472723771616,0.7271979103493208
337,9.239202266625284,8.518289296900118,-0.7209129697251662,-1.9227431660085852,Negative Small,Negative Large,0.1,9.339202266625284,0.2648577549589792
338,5.65966278135333,7.370869145436626,1.7112063640832966,2.432119333808463,Positive Large,Positive Large,-0.6,5.05966278135333,1.644113610239588
339,3.6117808120782313,5.489170803255007,1.8773899911767757,0.1661836270934791,Positive Large,Zero,0.1,3.7117808120782314,1.767296589485367
340,6.488810929629016,7.458079375584162,0.9692684459551453,-0.9081215452216305,Positive Small,Negative Small,0.4,6.888810929629017,0.5497406601621513
341,7.217850680860094,7.367358853902829,0.14950817304273478,-0.8197602729124105,Zero,Negative Small,0.1,7.317850680860094,0.016176346903288164
342,7.339099371183599,5.866009349550076,-1.4730900216335225,-1.6225981946762573,Negative Small,Negative Large,0.1,7.439099371183598,1.089997105918126
343,8.077934525255097,7.169258246189865,-0.9086762790652321,0.5644137425682905,Negative Small,Positive Small,0.1,8.177934525255097,0.41784629006791774
344,7.9633497567867915,6.992523671986867,-0.9708260847999242,-0.06214980573469209,Negative Small,Zero,0.1,8.063349756786792,0.47625164346397475
345,7.781223828053383,8.079250490261082,0.2980266622076986,1.2688527470076227,Zero,Positive Large,0.1,7.881223828053383,0.049409945693330834
346,7.5592082245260706,8.175468254338218,0.6162600298121479,0.3182333676044493,Positive Small,Positive Small,0.1,7.65920822452607,0.1948882121720347
347,4.710675100798634,5.226520048860222,0.5158449480615888,-0.10041508175055913,Positive Small,Zero,0.1,4.810675100798633,0.13804800522033162
348,8.823661328076588,6.873063073132356,-1.9505982549442313,-2.46644320300582,Negative Large,Negative Large,0.1,8.923661328076587,1.9074167760957401
349,6.289736344221112,8.129299578571182,1.83956323435007,3.7901614892943014,Positive Large,Positive Large,-0.6,5.689736344221112,1.8719964465862453
350,8.983807277390234,7.515681292900439,-1.4681259844897951,-3.307689218839865,Negative Small,Negative Large,0.1,9.083807277390234,1.082696953167065
351,9.597150840231183,9.28244920594161,-0.3147016342895732,1.153424350200222,Zero,Positive Large,0.1,9.697150840231183,0.05451855931226414
352,8.047929834853088,8.293468158094726,0.2455383232416377,0.5602399575312109,Zero,Positive Small,0.1,8.147929834853088,0.035144534090157484
353,6.715702777067694,5.8146721354071484,-0.9010306416605456,-1.1465689649021833,Negative Small,Negative Large,0.1,6.815702777067694,0.41092810860560725
354,5.29951950270096,5.352843737002149,0.053324234301189044,0.9543548759617346,Zero,Positive Small,0.1,5.39951950270096,0.006421736981904054
355,9.70578934335822,8.212096391031578,-1.4936929523266418,-1.5470171866278308,Negative Small,Negative Large,0.1,9.805789343358219,1.1205593179151396
356,6.735364008753143,5.132556552708109,-1.602807456045034,-0.10911450371839226,Negative Large,Zero,0.1,6.835364008753142,1.2894958705767767
357,7.615761613861138,7.928877906367316,0.31311629250617834,1.9159237485512124,Zero,Positive Large,0.1,7.715761613861138,0.054020906316407324
358,8.808462396064995,9.701151207124788,0.8926888110597933,0.5795725185536149,Positive Small,Positive Small,0.1,8.908462396064994,0.40344665669567364
359,8.246772203752844,7.877370889379395,-0.3694013143734489,-1.2620901254332422,Zero,Negative Large,0.1,8.346772203752844,0.07322866553041582
360,8.590303013499373,6.940849631032609,-1.6494533824667634,-1.2800520680933145,Negative Large,Negative Large,0.1,8.690303013499372,1.3653482304655233
361,7.059089848234433,8.216441092211767,1.1573512439773337,2.806804626444097,Positive Small,Positive Large,0.1,7.159089848234433,0.6747309509679409
362,7.7831307867115145,7.291264452457583,-0.4918663342539311,-1.6492175782312648,Zero,Negative Large,0.1,7.883130786711514,0.12596624538619994
363,8.254324826949757,7.728083946579675,-0.5262408803700822,-0.034374546116151095,Negative Small,Zero,0.1,8.354324826949757,0.14346473208633959
364,10.63977613354375,9.707324043882625,-0.9324520896611244,-0.40621120929104215,Negative Small,Negative Small,0.1,10.73977613354375,0.43973344975669876
365,5.456783929512911,6.930513189003872,1.4737292594909608,2.406181349152085,Positive Small,Positive Large,0.1,5.5567839295129104,1.0909389651398878
366,10.669252677847926,9.805952819119572,-0.8632998587283538,-2.3370291182193146,Negative Small,Negative Large,0.1,10.769252677847925,0.3776433230401978
367,11.162883292442883,9.526753209780319,-1.6361300826625644,-0.7728302239342106,Negative Large,Negative Small,0.1,11.262883292442883,1.343460823696705
368,4.69768810942745,5.978955673946482,1.2812675645190321,2.9173976471815966,Positive Small,Positive Large,0.1,4.797688109427449,0.8258232859442661
369,4.296979804071338,5.346806504375827,1.0498267003044894,-0.23144086421454269,Positive Small,Zero,0.1,4.3969798040713375,0.5560680503361062
370,7.389470383053691,5.503890006887133,-1.8855803761665584,-2.935407076471048,Negative Large,Negative Large,0.1,7.489470383053691,1.7827066774922098
371,3.815016939095708,5.091109128257749,1.276092189162041,3.1616725653285993,Positive Small,Positive Large,0.1,3.915016939095708,0.8192056376201851
372,6.889755177257959,5.472214803779642,-1.4175403734783165,-2.6936325626403574,Negative Small,Negative Large,0.1,6.989755177257958,1.0097103552205224
373,8.384145292873924,8.415033867081785,0.03088857420786084,1.4484289476861774,Zero,Positive Large,0.1,8.484145292873924,0.0054770520082972635
374,4.344867539913853,5.355943242301145,1.0110757023872923,0.9801871281794314,Positive Small,Positive Small,0.1,4.444867539913853,0.5161370379789783
375,8.077877756558852,6.594878151468807,-1.4829996050900451,-2.4940753074773374,Negative Small,Negative Large,0.1,8.177877756558852,1.1046439143486149
376,9.005597574857934,9.224376554847272,0.21877897998933804,1.7017785850793832,Zero,Positive Large,0.1,9.105597574857933,0.028932121042587588
377,5.175629094397889,5.116359678679129,-0.05926941571876032,-0.27804839570809836,Zero,Zero,0.1,5.275629094397889,0.006756431819821617
378,8.50927589054374,9.072342412944678,0.5630665224009377,0.622335938119698,Positive Small,Positive Small,0.1,8.60927589054374,0.16352195432434283
379,6.781077279606709,6.409273873867,-0.37180340573970927,-0.934869928140647,Zero,Negative Small,0.1,6.881077279606709,0.07411888625982344
380,4.244919628448373,5.590824138108282,1.345904509659909,1.7177079153996182,Positive Small,Positive Large,0.1,4.344919628448372,0.9107294745614399
381,8.048011973427796,8.483685826820754,0.4356738533929576,-0.9102306562669513,Zero,Negative Small,0.1,8.148011973427796,0.09990585326513417
382,10.02236352324057,8.14471423389942,-1.87764928934115,-2.3133231427341077,Negative Large,Negative Large,0.1,10.122363523240569,1.7677834268816628
383,8.419893798439773,9.387360067635264,0.9674662691954907,2.8451155585366408,Positive Small,Positive Large,0.1,8.519893798439773,0.47299549101552085
384,9.302301877184599,8.67535521901943,-0.6269466581651688,-1.5944129273606595,Negative Small,Negative Large,0.1,9.402301877184598,0.2015310560922365
385,8.318164908823022,9.017404651924242,0.6992397431012201,1.3261864012663889,Positive Small,Positive Large,0.1,8.418164908823021,0.2494681091661301
386,7.504065365602935,6.410172862856532,-1.093892502746403,-1.793132245847623,Negative Small,Negative Large,0.1,7.604065365602935,0.6033004037823947
387,4.410692361772013,5.887197718898614,1.4765053571266007,2.5703978598730037,Positive Small,Positive Large,0.1,4.510692361772013,1.0950340348117753
388,10.63235793851847,8.753073758204291,-1.8792841803141798,-3.3557895374407805,Negative Large,Negative Large,0.1,10.73235793851847,1.7708545151895692
389,8.849331861870878,9.034173696336321,0.184841834465443,2.0641260147796228,Zero,Positive Large,0.1,8.949331861870878,0.022083251884275117
390,8.896727563389224,9.952525710003368,1.0557981466141442,0.8709563121487012,Positive Small,Positive Small,0.1,8.996727563389223,0.562354863196931
391,5.3570753738771835,7.063088384557132,1.706013010679949,0.6502148640658048,Positive Large,Positive Small,0.1,5.457075373877183,1.4602401963046316
392,5.539122049314079,6.860090428963916,1.3209683796498375,-0.38504463103011144,Positive Small,Negative Small,0.4,5.939122049314079,0.9524787300173585
393,8.961160597934054,8.882064803709984,-0.0790957942240702,-1.4000641738739077,Zero,Negative Large,0.1,9.061160597934053,0.00812807233196823
394,6.052030406990234,6.704017701265089,0.6519872942748552,0.7310830884989254,Positive Small,Positive Small,0.1,6.152030406990233,0.21754371594792335
395,10.96932009154826,9.653786628017823,-1.3155334635304374,-1.9675207578052927,Negative Small,Negative Large,0.1,11.06932009154826,0.8703141468341944
396,9.015613853862284,9.29206375921506,0.27644990535277536,1.5919833688832128,Zero,Positive Large,0.1,9.115613853862284,0.043212275084779234
397,6.139827227225611,7.1449701368750915,1.0051429096494804,0.728693004296705,Positive Small,Positive Small,0.1,6.239827227225611,0.5101561344093117
398,9.222935285373607,8.754355338957486,-0.46857994641612066,-1.473722856065601,Zero,Negative Large,0.1,9.322935285373607,0.11478358309166727
